Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
4,Alexey,Marchenko,1962,2911,D,YAR,53,800000,1,No,02.01.1992,Moscow,Russia,Russia,2011,205,15800,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
5,Nikita,Cherepanov,2221,572,D,YAR,73,100000,0,No,19.11.1995,?????????,Russia,Russia,0,0,13948,11089,11089,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
6,Roman,Bychkov,4063,2713,D,YAR,78,100000,0,Yes,10.02.2001,"",Russia,Russia,0,0,6284,0,0,Pale,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Easton
7,Rushan,Rafikov,4237,1215,D,YAR,87,400000,0,No,15.05.1995,???????,Russia,Russia,2013,187,13966,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Bauer 8090
8,Daniil,Misyul,4189,4711,D,YAR,93,200000,1,Yes,20.10.2000,?????,Belarus,Russia,2019,70,1741,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer 8090
9,Andrei,Sergeyev,1263,884,D,YAR,99,300000,0,No,26.03.1991,???????????,Ukraine,Russia,0,0,14357,11416,11416,Pale,Back,No,Yes,CCM,Sher-Wood Solid Gold,Bauer 8090
10,Alexander O.,Kalinin,5617,1454,D,YAR*,3,100000,1,Yes,08.02.1998,?????????,Russia,Russia,0,0,11075,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
11,Nikita,Gromov,1596,4441,D,YAR*,9,100000,1,Yes,01.05.1998,?????????,Russia,Russia,0,0,11787,0,0,White,Not Tucked In,No,Yes,Jofa,Easton Classic X,Graf
12,Jakub,Nakladal,4525,2596,D,YAR*,22,800000,0,No,30.12.1987,?????? ???????,Czech Republic,Czech Republic,0,0,7993,0,0,Pale,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Bauer 8090
13,Staffan,Kronwall,5302,1310,D,YAR*,27,1000000,1,No,10.09.1982,???????,Sweden,Sweden,2002,285,4334,7732,7732,Pale,Not Tucked In,No,Yes,Nike,TPS (Louisville) Red-lite,Bauer Vapor XXX
14,Ivan,Kovalyov,1939,1348,D,YAR*,69,100000,0,Yes,27.04.1998,"",Russia,Russia,0,0,3723,0,0,White,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Easton
15,Andrei,Markov,1306,337,D,YAR*,79,900000,0,No,20.12.1978,Voskresensk,Russia,Russia,1998,162,3662,3662,3662,Pale,Not Tucked In,Yes,Yes,Nike,Easton Synergy,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Kodie,Curran,6343,5680,D,MAG,4,0,0,No,18.12.1989,"",Canada,Canada,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Artyom,Zemchyonok,3676,3218,D,MAG,8,200000,0,No,24.06.1991,??????,Russia,Russia,0,0,14667,0,0,Pale,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,CCM
3,Yegor K.,Yakovlev,2808,888,D,MAG,44,900000,1,No,17.09.1991,Magnitogorsk,Russia,Russia,0,0,16376,0,0,White,Right Side,No,Yes,Nike,Bauer Vapor XX,CCM
4,Artyom,Minulin,5330,4718,D,MAG,72,100000,0,No,01.10.1998,??????,Russia,Russia,0,0,1777,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Easton
5,Valery,Orekhov,4153,3418,D,MAG,74,100000,0,No,17.07.1999,"",Kazakstan,Kazakstan,0,0,10727,0,0,Pale,Not Tucked In,No,Yes,CCM,CCM Vector V110,Nike
6,Yaroslav,Khabarov,2589,4314,D,MAG,78,300000,1,No,05.03.1989,????????????,Russia,Russia,0,0,14101,14101,14101,Pale,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Alexei,Maklyukov,1818,3972,D,MAG,85,300000,0,No,19.09.1993,???????????,Russia,Kazakstan,0,0,11973,0,0,White,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Bauer 8090
8,Vladislav,Yeryomenko,3693,1556,D,MAG,88,200000,1,Yes,23.04.1999,"",Belarus,Belarus,2018,151,9981,11120,11120,Pale,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,CCM
9,Vladislav,Syomin,3995,492,D,MAG*,0,100000,0,Yes,17.02.1998,"",Russia,Russia,0,0,7070,0,0,Pale,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,CCM
10,Paul,Postma,4968,2701,D,MAG*,4,800000,0,No,22.02.1989,Red Deer,Alberta,Canada,2007,205,12472,12472,12472,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
11,Linus,Hultstrom,3734,4834,D,MAG*,7,500000,1,Yes,09.12.1992,Vimmerby,Sweden,Sweden,0,0,9873,0,0,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,Mission
12,Ilya V.,Nikolayev,3824,312,D,MAG*,77,100000,0,Yes,09.07.2001,"",Russia,Russia,0,0,1659,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer 8090
13,Vadim,Antipin,4634,4596,D,MAG*,89,100000,0,Yes,03.10.2000,"",Russia,Russia,0,0,3727,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Maxim,Berezin,4793,2407,D,NIZ,5,300000,1,No,29.01.1991,??????,Russia,Russia,0,0,15865,15865,15865,Pale,Back,No,Yes,Nike,Bauer Vapor XX,Nike
2,Mikhail,Sidorov,4649,4076,D,NIZ,33,25000,0,No,25.06.1997,?????????,Russia,Russia,0,0,10661,11438,11438,Pale,Not Tucked In,No,Yes,Nike,CCM Vector V110,Bauer Vapor XXX
3,Ilya,Khokhlov,5079,3781,D,NIZ,42,400000,0,No,20.10.1994,??????,Russia,Russia,0,0,13580,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Graf
4,Ruslan,Petrishchev,4972,3314,D,NIZ,47,100000,0,Yes,22.08.1997,????????,Russia,Russia,0,0,11931,0,0,White,Not Tucked In,No,Yes,CCM,Easton Classic X,CCM
5,Kirill,Vorobyov,2957,483,D,NIZ,55,200000,0,No,11.02.1995,????????,Russia,Russia,0,0,13976,11507,11507,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,CCM
6,Maxim A.,Goncharov,3621,2587,D,NIZ,57,600000,1,No,15.06.1989,??????,Russia,Russia,2007,123,14079,0,0,Pale,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Alexei,Puzanov,601,177,D,NIZ,74,100000,0,Yes,22.10.1998,"",Russia,Russia,0,0,1669,0,0,Pale,Not Tucked In,No,Yes,CCM,CCM Vector V110,CCM
8,Alexander,Sevostyanov,4352,1856,D,NIZ,77,100000,0,No,07.01.1998,Yekaterinburg,Russia,Russia,0,0,10721,11418,11418,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
9,Rinat,Shafigullin,2718,2508,D,NIZ,93,100000,1,Yes,16.04.1995,??????????,Russia,Russia,0,0,10463,11421,11421,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer 8090
10,Gleb,Semyonov,1044,4501,D,NIZ*,0,100000,0,No,28.08.1998,"",Russia,Russia,0,0,7062,0,0,Pale,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,Bauer Vapor XXX
11,Maxim,Rogov,4890,5009,D,NIZ*,0,100000,0,Yes,29.03.1990,?????????,Russia,Russia,0,0,10669,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Bauer Vapor XXX
12,Bulat,Motygullin,3379,332,D,NIZ*,0,100000,0,Yes,20.07.1999,"",Russia,Russia,0,0,1672,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
13,Sergei,Martynov,955,269,D,NIZ*,0,100000,1,Yes,07.10.2000,"",Russia,Russia,0,0,1665,0,0,Pale,Not Tucked In,No,Yes,Nike,Easton Classic X,Bauer Vapor XXX
14,Julian,Melchiori,1037,2254,D,NIZ*,0,400000,1,No,06.12.1991,Richmond Hill,Ontario,Canada,2010,87,12961,0,0,White,Not Tucked In,No,Yes,Itech,Easton Classic X,Nike
15,Stepan,Zakharchuk,2649,2372,D,NIZ*,7,400000,1,No,30.11.1986,???????,Russia,Russia,0,0,14257,14257,14257,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Nike
16,Ivan,Glazkov,5437,3099,D,NIZ*,8,150000,1,No,13.02.1992,???????????,Russia,Russia,0,0,13597,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
17,Yohann,Auvitu,3001,2264,D,NIZ*,18,0,0,No,27.07.1989,Ivry-sur-Seine,France,France,0,0,0,0,0,Pale,Not Tucked In,No,No,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
18,Alexander Y.,Loginov,3636,1239,D,NIZ*,18,500000,1,No,18.02.1987,???,Russia,Russia,0,0,14144,11282,11282,White,Not Tucked In,No,Yes,Nike,CCM Vector V110,Bauer 8090
19,Vitaly,Atyushov,4813,3041,D,NIZ*,27,500000,0,No,04.07.1979,?????,Russia,Russia,2002,276,8258,11044,11044,White,Not Tucked In,No,Yes,Itech,Easton Synergy,Bauer Vapor XXX
20,Yegor,Sorokin,5846,4312,D,NIZ*,29,525000,1,No,29.06.1997,?????,Russia,Russia,0,0,16147,8311,8311,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer Vapor XXX
21,Alexander,Brit,3783,3425,D,NIZ*,32,50000,0,Yes,14.01.1994,?????????,Russia,Russia,0,0,14733,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,CCM
22,Alexander,Osipov,4678,2295,D,NIZ*,37,500000,1,No,24.03.1989,?????? ?????,Russia,Russia,0,0,15823,11346,11346,Pale,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,Bauer Vapor XXX
23,Ryan,Murphy,5377,726,D,NIZ*,42,400000,1,No,31.03.1993,Markham,Ontario,Canada,2011,12,13280,0,0,Pale,Not Tucked In,No,Yes,CCM,CCM Vector V110,CCM
24,Andrei,Pervyshin,5728,2992,D,NIZ*,53,900000,0,No,02.02.1985,???????????,Russia,Russia,2003,253,9176,11356,11356,Pale,Back,No,Yes,Bauer,Easton Classic X,Bauer Vapor XXX
25,Dinar,Khairullov,3285,382,D,NIZ*,59,100000,0,Yes,28.01.2000,"",Russia,Russia,0,0,1673,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
26,Alexander,Sorokin,1245,4442,D,NIZ*,70,100000,1,No,05.07.1994,????????,Russia,Russia,0,0,11082,8311,8311,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
27,Anton,Yefremov,3647,933,D,NIZ*,74,100000,2,Yes,03.11.1993,??????????,Russia,Russia,0,0,14477,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Easton
28,Evgeny,Ryasensky,2206,4329,D,NIZ*,77,500000,0,No,06.03.1987,?????,Russia,Russia,0,0,14203,0,0,Pale,Right Side,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
29,Ilya,Nekolenko,732,1852,D,NIZ*,88,100000,1,No,31.07.1993,???????,Russia,Russia,0,0,14762,0,0,Pale,Not Tucked In,No,Yes,Jofa,Easton Synergy,Bauer Vapor XXX
30,Alexander,Fedotov,5032,1124,D,NIZ*,94,100000,0,Yes,22.08.1994,??????,Russia,Russia,0,0,10580,5119,5119,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,Bauer Vapor XXX
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Pavel,Koledov,5344,1821,D,SVT,2,400000,0,No,20.09.1994,??????,Russia,Russia,0,0,14640,0,0,White,Not Tucked In,No,Yes,CCM,CCM Vector V110,Bauer 8090
2,Grigory,Panin,5729,2995,D,SVT,11,700000,0,No,24.11.1985,?????????,Kazakstan,Russia,0,0,9177,11350,11350,Pale,Not Tucked In,No,Yes,Nike,Easton Classic X,Bauer Vapor XXX
3,Sergei,Varlov,6341,5678,D,SVT,32,0,0,No,30.06.2000,"",Alaska,Alaska,0,0,0,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
4,Mikhail,Naumenkov,3155,249,D,SVT,33,300000,1,No,19.02.1993,??????,Russia,Russia,0,0,9348,0,0,Pale,Back,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
5,Ryan,Murphy,5377,726,D,SVT,42,400000,1,No,31.03.1993,Markham,Ontario,Canada,2011,12,13280,0,0,Pale,Not Tucked In,No,Yes,CCM,CCM Vector V110,CCM
6,Evgeny,Biryukov,5669,3044,D,SVT,48,500000,1,No,19.04.1986,?????,Russia,Russia,0,0,9120,11067,11067,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Shakir,Mukhamadullin,1241,480,D,SVT,85,100000,1,Yes,10.01.2002,???,Russia,Russia,2020,20,1765,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,CCM
8,Viktor,Antipin,4401,2035,D,SVT,97,800000,1,No,06.12.1992,????-???????????,Kazakstan,Russia,0,0,16372,11038,11038,White,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,CCM
9,Sergei,Teryayev,4269,3313,D,SVT*,0,50000,0,No,13.10.1994,??????,Russia,Russia,0,0,14676,0,0,White,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,CCM
10,Kirill,Tsulygin,852,3915,D,SVT*,0,100000,1,Yes,01.03.1996,???,Maryland,Russia,0,0,10593,11100,11100,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Bauer Vapor XXX
11,Dmitry,Lebedev,2582,3749,D,SVT*,0,225000,1,Yes,27.11.1995,????????????,Russia,Russia,0,0,13931,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
12,Alexei A.,Semenov,1801,1353,D,SVT*,5,500000,0,No,10.04.1981,????????,Russia,Russia,1999,36,1206,456,456,White,Right Side,No,Yes,Nike,Bauer Vapor XX,Bauer Vapor XXX
13,Andrei,Zubarev,3201,2327,D,SVT*,28,900000,0,No,03.03.1987,???,Russia,Russia,2005,187,14265,11521,11521,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Easton
14,Philip,Larsen,5409,1464,D,SVT*,36,1100000,1,No,07.12.1989,Esbjerg,Denmark,Denmark,2008,149,8859,0,0,White,Not Tucked In,No,Yes,Itech,Bauer Vapor XX,Mission
15,Igor,Myasishchev,4764,3300,D,SVT*,37,200000,1,Yes,26.03.1997,??????,Russia,Russia,0,0,10544,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer 8090
16,Alexander,Alexeyev,1390,4852,D,SVT*,56,200000,0,Yes,15.11.1999,St. Petersburg,Russia,Russia,2018,31,1661,0,0,Pale,Not Tucked In,No,Yes,Jofa,Sher-Wood Solid Gold,Bauer Vapor XXX
17,Nikita,Zhuldikov,3687,3940,D,SVT*,77,200000,0,No,16.08.1996,?????? ?????,Russia,Russia,0,0,15342,0,0,White,Not Tucked In,No,Yes,CCM,CCM Vector V110,Bauer 8090
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Robin,Press,5720,5024,D,SVL,19,300000,0,Yes,21.12.1994,Uppsala,Sweden,Sweden,2013,211,10695,0,0,Pale,Back,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Nikita,Makeyev,609,701,D,SVL,45,100000,0,Yes,13.02.1998,??????,Russia,Russia,0,0,13983,0,0,Pale,Not Tucked In,No,Yes,Nike,Easton Synergy,Bauer Vapor XXX
3,Daniil,Pylenkov,3396,2928,D,SVL,45,725000,2,Yes,26.09.2000,"",Russia,Russia,0,0,1767,0,0,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Easton
4,Andrei,Churkin,1748,4561,D,SVL,54,100000,0,Yes,11.07.1996,?????-?????????,Russia,Russia,0,0,15147,0,0,Pale,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,Bauer 8090
5,Makar,Khabarov,2719,4318,D,SVL,56,100000,2,No,10.09.1999,?????????,Russia,Russia,0,0,16170,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,CCM
6,Nikita,Khlystov,3474,4364,D,SVL,57,100000,1,No,23.07.1993,????????????,Russia,Russia,0,0,14785,11177,11177,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
7,Pavel,Denisov,778,1658,D,SVL,58,100000,1,Yes,17.05.2001,??????,Belarus,Belarus,0,0,10520,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
8,Semyon,Lugovyak,290,1306,D,SVL,62,100000,1,Yes,23.10.1997,"",Russia,Russia,0,0,15134,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer 8090
9,Nikolai,Timashov,4704,2133,D,SVL,77,200000,1,No,03.05.1994,????????????,Russia,Russia,0,0,15351,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
10,Mikhail,Tikhonov,2780,3444,D,SVL,79,100000,0,No,15.09.1995,??????,Russia,Russia,0,0,14741,0,0,Pale,Not Tucked In,No,Yes,Jofa,TPS (Louisville) Red-lite,CCM
11,Nikita,Sedov,2047,3301,D,SVL,94,100000,0,Yes,05.05.2001,Nizhnevartovsk,Russia,Russia,0,0,2990,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,Bauer Vapor XXX
12,Mikhail,Gordeyev,3394,2804,D,SVL*,0,100000,0,Yes,05.01.2000,"",Russia,Russia,0,0,1725,0,0,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
13,Kirill,Sviyazov,2384,4078,D,SVL*,3,100000,1,No,23.10.1992,??????,Russia,Russia,0,0,13401,0,0,White,Not Tucked In,No,Yes,CCM,Easton Synergy,Bauer 8090
14,Grigory,Serkin,3023,2447,D,SVL*,4,100000,0,No,14.09.1991,??????,Russia,Russia,0,0,14406,14406,14406,White,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
15,Geoffrey,Kinrade,2472,3804,D,SVL*,4,300000,0,No,29.07.1985,Nelson,British Columbia,Canada,0,0,13614,0,0,Pale,Right Side,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
16,Clay,Wilson,3950,1292,D,SVL*,4,700000,0,No,05.04.1983,???????? ????,Minnesota,USA,0,0,6653,10206,10206,Pale,Not Tucked In,No,Yes,Jofa,Easton Classic X,Bauer 8090
17,Jakob,Stenqvist,1194,5023,D,SVL*,7,300000,0,Yes,17.03.1998,Mora,Sweden,Sweden,2016,176,6289,0,0,Pale,Not Tucked In,No,Yes,Bauer,TPS (Louisville) Red-lite,Bauer 8090
18,Adam,Masuhr,1164,1137,D,SVL*,8,375000,0,No,21.05.1983,????,Sweden,Sweden,0,0,11933,0,0,White,Not Tucked In,No,Yes,CCM,Easton Classic X,CCM
19,Konstantin,Korneyev,4683,2946,D,SVL*,22,500000,0,No,05.06.1984,??????,Russia,Russia,2002,275,8126,11230,11230,White,Not Tucked In,No,Yes,Nike,Easton Classic X,Bauer Vapor XXX
20,Vladimir,Filatov,1645,4080,D,SVL*,29,100000,0,Yes,14.04.1994,??????,Russia,Russia,0,0,10670,11132,11132,White,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,CCM
21,Kirill,Maslov,1356,1224,D,SVL*,43,150000,2,No,23.03.1994,???????,Russia,Russia,0,0,13550,0,0,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer 8090
22,Arturs,Kulda,312,2874,D,SVL*,44,400000,0,No,25.07.1988,???????,Germany,Latvia,2006,200,2568,0,0,White,Back,No,Yes,Jofa,Sher-Wood Solid Gold,Nike
23,Alexander,Yukseyev,634,4321,D,SVL*,45,200000,0,No,05.03.1988,????????????,Russia,Russia,0,0,14567,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
24,Ivan,Lekomtsev,5601,2052,D,SVL*,52,500000,0,No,19.07.1985,??????,Russia,Russia,0,0,9051,11277,11277,White,Not Tucked In,No,Yes,Bauer,Easton Synergy,Bauer Vapor XXX
25,Nikita,Popov,3547,2363,D,SVL*,54,200000,1,No,11.07.1992,?????????,Russia,Russia,0,0,14399,11378,11378,White,Not Tucked In,No,Yes,Nike,Easton Classic X,Graf
26,Vitaly,Vishnevsky,2075,383,D,SVL*,55,700000,0,No,18.03.1980,???????,Ukraine,Russia,1998,5,33,3487,3487,White,Not Tucked In,No,Yes,Jofa,Bauer Vapor XX,Graf
27,Alexander,Zarubin,1433,4454,D,SVL*,58,100000,0,Yes,22.07.1998,"",Russia,Russia,0,0,11090,0,0,Pale,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,Bauer Vapor XXX
28,Vladimir,Kalugin,2379,4317,D,SVL*,65,100000,1,No,12.01.1997,??????,Russia,Russia,0,0,16169,0,0,White,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,CCM
29,Daniil,Arefyev,5253,1541,D,SVL*,69,100000,1,Yes,05.02.1994,????,Russia,Russia,0,0,14648,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
30,Timur,Karimov,296,1232,D,SVL*,76,100000,0,Yes,17.03.2002,"",Russia,Russia,0,0,1663,0,0,White,Back,No,Yes,CCM,Easton Classic X,Bauer Vapor XXX
31,Artyom,Pershin,5189,3461,D,SVL*,79,25000,0,Yes,01.06.1994,?????????,Russia,Russia,0,0,14745,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Nike
32,Maxim,Veryovkin,4465,3410,D,SVL*,85,100000,0,Yes,12.01.1990,??????,Russia,Russia,0,0,10564,0,0,Pale,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,CCM
33,Sergei,Sakharusov,4230,3451,D,SVL*,93,100000,1,Yes,09.05.1994,?????????,Russia,Russia,0,0,14746,0,0,White,Not Tucked In,No,Yes,CCM,Bauer Vapor XX,Nike
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Alexei A.,Solovyov,1875,2924,D,SIB,2,200000,1,Yes,08.09.1994,??????,Russia,Russia,0,0,1645,0,0,White,Not Tucked In,No,Yes,CCM,TPS (Louisville) Red-lite,CCM
2,Artyom,Chmykhov,5383,456,D,SIB,4,100000,1,No,28.11.1997,????????,Russia,Russia,0,0,11980,0,0,White,Not Tucked In,No,Yes,Jofa,CCM Vector V110,Easton
3,Denis,Alexandrov,2160,4612,D,SIB,6,100000,0,Yes,17.01.1995,"",Russia,Russia,0,0,14738,8603,8603,White,Not Tucked In,No,Yes,Itech,Sher-Wood Solid Gold,Bauer Vapor XXX
4,Ilya D.,Morozov,3973,4456,D,SIB,7,200000,0,No,20.01.1999,Novosibirsk,Russia,Russia,0,0,11093,0,0,Pale,Not Tucked In,No,Yes,Bauer,Easton Synergy,Nike
5,Trevor,Murphy,1984,4715,D,SIB,8,600000,1,No,17.07.1995,Windsor,Ontario,Canada,0,0,1738,0,0,Pale,Not Tucked In,No,Yes,CCM,CCM Vector V110,Mission
6,Yegor,Alanov,4835,4756,D,SIB,21,100000,0,Yes,16.12.2000,"",Russia,Russia,0,0,2781,0,0,Pale,Not Tucked In,No,Yes,Jofa,CCM Vector V110,Bauer Vapor XXX
7,Ilya,Pastukhov,2432,4742,D,SIB,55,100000,1,Yes,24.01.2001,"",Russia,Russia,0,0,1797,0,0,White,Not Tucked In,No,Yes,CCM,Easton Classic X,Bauer Vapor XXX
8,Michal,Cajkovsky,3067,3402,D,SIB,67,700000,0,No,06.05.1992,Skalica,Slovakia,Slovakia,0,0,9450,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
9,Timur,Akhiyarov,1004,4844,D,SIB,76,100000,0,Yes,19.09.1999,"",Russia,Russia,0,0,15150,0,0,Pale,Not Tucked In,No,Yes,CCM,Easton Synergy,Easton
10,Konstantin,Alexeyev,2192,3161,D,SIB*,20,525000,1,No,26.02.1988,???????????,Russia,Russia,0,0,14006,11031,11031,Pale,Not Tucked In,No,Yes,Bauer,Sher-Wood Solid Gold,Bauer 8090
11,Jyrki,Jokipakka,2480,138,D,SIB*,23,600000,1,No,20.08.1991,Tampere,Finland,Finland,2011,195,13625,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
12,Denis,Bodrov,4757,2478,D,SIB*,33,500000,1,No,22.08.1986,????????,Russia,Russia,2006,55,8202,11072,11072,White,Not Tucked In,No,Yes,Nike,Easton Classic X,Bauer Vapor XXX
13,Dmitry,Lukin,5631,4323,D,SIB*,46,200000,0,No,21.10.1992,Chelyabinsk,Russia,Russia,0,0,11935,0,0,Pale,Not Tucked In,No,Yes,CCM,Sher-Wood Solid Gold,Bauer Vapor XXX
14,Vladislav,Naumov,3190,3921,D,SIB*,93,100000,0,No,26.11.1996,??????,Russia,Russia,0,0,10625,0,0,White,Not Tucked In,No,Yes,CCM,CCM Vector V110,Nike
?Count,F. Name,L. Name,ID,Inst,Pos,Team,Num,Salary,Contract,Rookie,Birthdate,Birthplace,State,Citizenship,Draft Year,Draft Pos,Photo,Pbp,Def. Pbp,Skin,Tuck,Free4All,Visor,Helmet,Stick,Skates
1,Roman,Rukavishnikov,1618,1958,D,SKA,5,200000,1,No,20.07.1992,??????,Russia,Russia,0,0,14427,0,0,White,Not Tucked In,No,Yes,Nike,Sher-Wood Solid Gold,Bauer Vapor XXX
2,Nikita,Kamalov,1679,270,D,SKA,12,100000,0,Yes,08.08.1995,???????????,Russia,Russia,0,0,14730,0,0,White,Not Tucked In,No,Yes,Nike,Bauer Vapor XX,Easton
